id,capitulo,fonte,tipo,confiabilidade,texto,atores,temas,citado_por,fonte_url
EV-1052-01,1052,cap 1052,narracao,canonico,"Em respeito à decisão de Momonosuke, Zunesha deixou as águas de Wano e sumiu na neblina próxima.",Zunesha|Kouzuki Momonosuke,Zunesha|Wano,,https://onepiece.fandom.com/wiki/Zunesha
EV-1053-01,1053,cap 1053,narracao,canonico,"Pluton repousa numa caverna secreta ao pé do Monte Fuji submerso na antiga Wano, abaixo da caverna onde fica o Road Poneglyph do país.",Kouzuki Sukiyaki|Nico Robin,Pluton|Wano|Road Poneglyph,H-06,https://onepiece.fandom.com/wiki/Ancient_Weapons
EV-1053-02,1053,cap 1053,narracao,canonico,O cômodo do porão do castelo do xogum onde Orochi manteve Sukiyaki preso por anos abriga um Poneglyph.,Kouzuki Sukiyaki|Kurozumi Orochi|Nico Robin,Poneglyphs|Wano|Kouzuki Sukiyaki,,https://onepiece.fandom.com/wiki/Chapter_1053
EV-1053-03,1053,cap 1053,fala,canonico,Robin afirma que o Poneglyph do Reino de Arabasta indicava que a arma ancestral Pluton está em Wano.,Nico Robin,Pluton|Poneglyphs|Arabasta|Wano|armas ancestrais,,https://onepiece.fandom.com/wiki/Chapter_1053
EV-1053-04,1053,cap 1053,fala,canonico,Sukiyaki confirma a Robin que Pluton está de fato em Wano.,Kouzuki Sukiyaki|Nico Robin,Pluton|Wano|armas ancestrais,,https://onepiece.fandom.com/wiki/Chapter_1053
EV-1053-05,1053,cap 1053,narracao,canonico,"Tenguyama Hitetsu tira a máscara diante de Robin e se revela como Kouzuki Sukiyaki, o ex-xogum que Orochi deu por morto.",Kouzuki Sukiyaki|Nico Robin,Kouzuki Sukiyaki|Wano|Kouzuki,,https://onepiece.fandom.com/wiki/Chapter_1053
EV-1055-01,1055,cap 1055,narracao,canonico,Abrir as fronteiras de Wano significa literalmente derrubar as muralhas montanhosas e liberar Pluton.,Kouzuki Oden,Wano|Pluton|Joy Boy,,https://onepiece.fandom.com/wiki/Ancient_Weapons
EV-1055-02,1055,cap 1055,narracao,canonico,"Abaixo do castelo, atrás de uma janela de vidro, há uma cidade inteira submersa e preservada, que Sukiyaki identifica como a Wano de 800 anos atrás.",Kouzuki Sukiyaki|Nico Robin|Trafalgar Law,Wano|cidade submersa|Seculo Perdido|afundamento,,https://onepiece.fandom.com/wiki/Chapter_1055
EV-1055-03,1055,cap 1055,fala,canonico,Sukiyaki declara não saber como a antiga Wano acabou submersa.,Kouzuki Sukiyaki,Wano|cidade submersa|afundamento,,https://onepiece.fandom.com/wiki/Chapter_1055
EV-1055-04,1055,cap 1055,fala,canonico,"Sukiyaki propõe que a antiga Wano ficava ao nível do mar na base do Monte Fuji e afundou porque as muralhas erguidas na fronteira impediram a água da chuva de escoar, o que levou a população a se instalar na encosta.",Kouzuki Sukiyaki,Wano|cidade submersa|afundamento|muralhas,,https://onepiece.fandom.com/wiki/Chapter_1055
EV-1055-05,1055,cap 1055,narracao,canonico,"Sukiyaki conduz Robin e Law por uma escada que desce do quarto secreto até a câmara subterrânea onde está o Road Poneglyph de Wano, abaixo da cidade submersa.",Kouzuki Sukiyaki|Nico Robin|Trafalgar Law,Road Poneglyph|Wano|Poneglyphs,,https://onepiece.fandom.com/wiki/Chapter_1055
EV-1055-06,1055,cap 1055,narracao,canonico,"Com a leitura do Road Poneglyph de Wano, os Chapéus de Palha passam a conhecer três dos quatro necessários para chegar a Laugh Tale.",Nico Robin|Chapeus de Palha,Road Poneglyph|Laugh Tale|Poneglyphs,,https://onepiece.fandom.com/wiki/Chapter_1055
EV-1055-07,1055,cap 1055,fala,canonico,"Sukiyaki diz que Pluton está um pouco mais abaixo, mas que ele próprio nunca a viu e não pode mostrá-la.",Kouzuki Sukiyaki,Pluton|Wano|armas ancestrais,,https://onepiece.fandom.com/wiki/Chapter_1055
EV-1055-08,1055,cap 1055,fala,canonico,"Sukiyaki admite que Kaidou e Orochi souberam do Poneglyph subterrâneo porque Jack, por ser homem-peixe, podia explorar as ruínas submersas.",Kouzuki Sukiyaki|Jack|Kaidou|Kurozumi Orochi,Road Poneglyph|Wano|Poneglyphs,,https://onepiece.fandom.com/wiki/Chapter_1055
EV-1055-09,1055,cap 1055,fala,canonico,"Robin questiona por que Oden queria abrir as fronteiras de Wano, se abri-las significava soltar Pluton no mundo.",Nico Robin|Kouzuki Oden,Pluton|Wano|fronteiras|Kouzuki Oden,,https://onepiece.fandom.com/wiki/Chapter_1055
EV-1055-10,1055,cap 1055,fala,canonico,Sukiyaki diz que tudo o que contou lhe foi transmitido pela linha do xogunato e que desconhece o que Oden aprendeu nas viagens fora de Wano.,Kouzuki Sukiyaki|Kouzuki Oden,Wano|Kouzuki|Seculo Perdido|transmissao,,https://onepiece.fandom.com/wiki/Chapter_1055
EV-1056-01,1056,cap 1056,fala,canonico,"Robin conta aos Chapéus de Palha que Pluton existe e está em Wano, mas que ela mesma não chegou a vê-la.",Nico Robin,Pluton|Wano|armas ancestrais,,https://onepiece.fandom.com/wiki/Chapter_1056
EV-1056-02,1056,cap 1056,fala,canonico,"Perguntado por Robin se quer obter Pluton, Luffy recusa, dizendo que não precisa dela.",Monkey D. Luffy|Nico Robin,Pluton|armas ancestrais|Monkey D. Luffy,,https://onepiece.fandom.com/wiki/Chapter_1056
EV-1056-03,1056,cap 1056,narracao,canonico,Caribou escuta escondido a conversa e decide levar a certa pessoa não identificada a informação sobre Pluton e sobre Poseidon.,Caribou,Pluton|Poseidon|armas ancestrais|Caribou,,https://onepiece.fandom.com/wiki/Chapter_1056
EV-1056-04,1056,cap 1056,narracao,canonico,Law entrega aos Piratas de Kid uma cópia em papel do Road Poneglyph de Wano.,Trafalgar Law|Eustass Kid,Road Poneglyph|Poneglyphs|Laugh Tale,,https://onepiece.fandom.com/wiki/Chapter_1056
EV-1056-05,1056,cap 1056,fala,canonico,"Killer afirma que, para disputar o One Piece, os Piratas de Kid precisam encontrar um homem com marca de queimadura.",Killer|Eustass Kid,One Piece|Laugh Tale|Poneglyphs,,https://onepiece.fandom.com/wiki/Chapter_1056
EV-1056-06,1056,cap 1056,narracao,canonico,Sukiyaki se revela aos netos e aos retentores e diz que passará alguns conhecimentos a Momonosuke antes de voltar de vez à reclusão.,Kouzuki Sukiyaki|Kouzuki Momonosuke|Kouzuki Hiyori,Kouzuki|Wano|transmissao,,https://onepiece.fandom.com/wiki/Chapter_1056
EV-1065-01,1065,cap 1065,fala,canonico,"Vegapunk teoriza que o Reino Antigo era, 900 anos atrás, uma civilização tecnologicamente muito mais avançada que a do presente.",Vegapunk,Reino Antigo|tecnologia,H-03|H-07,https://onepiece.fandom.com/wiki/Great_Kingdom
EV-1066-01,1066,cap 1066,narracao,canonico,"Qualquer conhecimento dos eventos reais do Século Perdido é tratado como sentença de morte pelo Governo Mundial, independente da filiação de quem sabe.",,Governo Mundial|Seculo Perdido,H-12,https://onepiece.fandom.com/wiki/Void_Century
EV-1066-02,1066,cap 1066,narracao,canonico,Os livros que os arqueólogos de Ohara jogaram no lago foram recolhidos por gigantes liderados por Jaguar D. Saul e levados para Elbaf.,Jaguar D. Saul|Vegapunk|Monkey D. Dragon,Ohara|biblioteca|Elbaf,H-04,https://onepiece.fandom.com/wiki/Chapter_1066
EV-1066-03,1066,cap 1066,fala,canonico,"Vegapunk visitou Elbaf em segredo e leu os livros salvos de Ohara, e por isso conhece a verdadeira história.",Vegapunk|Nico Robin,Ohara|verdadeira historia|Elbaf,H-04,https://onepiece.fandom.com/wiki/Chapter_1066
EV-1066-04,1066,cap 1066,fala,canonico,Shaka afirma que o Governo Mundial tentou apagar todo conhecimento do Reino Antigo com a intenção de que absolutamente ninguém carregasse os ideais dele.,Vegapunk|Nico Robin,Reino Antigo|ideais|Governo Mundial,H-02|H-04|H-05|H-09,https://onepiece.fandom.com/wiki/Chapter_1066
EV-1069-01,1069,cap 1069,fala,canonico,"Segundo Vegapunk, a existência de Nika só está registrada nos textos mais antigos, tendo sido apagada dos documentos modernos.",Vegapunk,Nika|apagamento|textos antigos,H-10,https://onepiece.fandom.com/wiki/Nika
EV-1084-01,1084,cap 1084,narracao,canonico,"Lili, rainha de Arabasta no Século Perdido, foi a única dos vinte soberanos a não se mudar para Mary Geoise, e desapareceu antes de voltar para casa; seus registros foram apagados.",Nefertari Lili,Lili|Arabasta|vinte reinos,H-09,https://onepiece.fandom.com/wiki/Void_Century
EV-1085-01,1085,cap 1085,fala,canonico,Imu afirma que a Vontade de D. tem alguma relação com o Reino Antigo.,Imu,Vontade de D.|Reino Antigo,H-09,https://onepiece.fandom.com/wiki/Great_Kingdom
EV-1085-02,1085,cap 1085,narracao,canonico,Imu se interessa por Lili por causa de um erro dela que levou os Poneglyphs a se espalharem pelo mundo.,Imu|Nefertari Lili,Lili|Poneglyphs|Imu,H-17,https://onepiece.fandom.com/wiki/Void_Century
EV-1085-03,1085,cap 1085,narracao,canonico,O ato de Lili de espalhar os Poneglyphs pelo mundo é tido como o que influenciou piratas a persegui-los em busca de tesouro.,Nefertari Lili,Lili|Poneglyphs|Era dos Piratas,H-02|H-05|H-17,https://onepiece.fandom.com/wiki/Great_Pirate_Era
EV-1086-01,1086,cap 1086,fala,canonico,Dragon estranha que o Governo só agora tenha usado uma arma capaz de apagar o Reino de Lulusia em segundos.,Monkey D. Dragon|Emporio Ivankov,armas ancestrais|Lulusia|Governo Mundial,H-06,https://onepiece.fandom.com/wiki/Ancient_Weapons
EV-1089-01,1089,cap 1089,narracao,canonico,"York roubou uma amostra da Mother Flame e a enviou aos Cinco Anciãos e a Imu, que a usaram para energizar uma arma ancestral desconhecida.",York|Imu|Cinco Anciaos,Mother Flame|armas ancestrais|Uranus,H-06,https://onepiece.fandom.com/wiki/Mother_Flame
EV-1113-02,1113,cap 1113,fala,canonico,Vegapunk anuncia ao mundo que o nível do mar vai subir e que o mundo enfrentará um afundamento global.,Vegapunk,Século Perdido|afundamento|profecia,H-04,https://onepiece.fandom.com/wiki/Chapter_1113
EV-1114-01,1114,cap 1114,fala,canonico,"Vegapunk revela ao mundo que Joy Boy veio do Reino Antigo, foi o primeiro pirata da história e portava a Hito Hito no Mi Modelo Nika.",Vegapunk|Joy Boy,Joy Boy|Reino Antigo|Nika,H-04|H-09,https://onepiece.fandom.com/wiki/Void_Century
EV-1115-01,1115,cap 1115,fala,canonico,Vegapunk conclui que o uso das armas ancestrais elevou o nível do mar em 200 metros e que as ilhas de hoje são os topos dos continentes submersos.,Vegapunk,afundamento|armas ancestrais|geografia,H-07|H-13|H-14,https://onepiece.fandom.com/wiki/Void_Century
EV-1115-02,1115,cap 1115,fala,canonico,"Como as armas ancestrais ainda existem e esperam para se erguer de novo, Vegapunk conclui que a Grande Guerra do Século Perdido nunca chegou ao fim.",Vegapunk,Grande Guerra|armas ancestrais|Seculo Perdido,H-14,https://onepiece.fandom.com/wiki/Void_Century
EV-1115-03,1115,cap 1115,fala,canonico,"A derrota de Joy Boy marcou o fim do Reino Antigo e, com ele, o fim do Século Perdido.",Joy Boy,Joy Boy|Reino Antigo|Seculo Perdido,H-09,https://onepiece.fandom.com/wiki/Void_Century
EV-1116-01,1116,cap 1116,fala,canonico,"Joy Boy teve papel na preservação das três armas ancestrais para que gerações futuras pudessem acessá-las e usá-las, por razões até hoje desconhecidas.",Joy Boy|Vegapunk,armas ancestrais|Joy Boy|heranca,H-03|H-05|H-06|H-15,https://onepiece.fandom.com/wiki/Ancient_Weapons
EV-1116-02,1116,cap 1116,fala,canonico,"A Mother Flame, chama que Vegapunk criou para ser um sol próprio e fonte de energia ilimitada, está incompleta.",Vegapunk,Mother Flame|energia|sol,H-03,https://onepiece.fandom.com/wiki/Mother_Flame
EV-1117-01,1117,cap 1117,narracao,canonico,Os Cinco Anciãos interromperam parte da transmissão global de Vegapunk a qualquer custo.,Cinco Anciaos|Vegapunk,transmissao|Governo Mundial|censura,H-04,https://onepiece.fandom.com/wiki/Void_Century
EV-1120-01,1120,cap 1120,fala,canonico,Clou D. Clover e seu irmão mais velho carregavam o nome secreto D.; o irmão foi morto por causa disso e Clover sobreviveu negando o parentesco.,Clou D. Clover|Vegapunk,Vontade de D.|Ohara|linhagem,H-09,https://onepiece.fandom.com/wiki/Chapter_1120
EV-1120-02,1120,cap 1120,fala,canonico,Clover afirma que se dedicou a desenterrar a verdade do mundo por não aceitar um mundo em que alguém é morto por causa do próprio nome.,Clou D. Clover|Vegapunk,Vontade de D.|Ohara|Seculo Perdido,H-09,https://onepiece.fandom.com/wiki/Chapter_1120
EV-1120-03,1120,cap 1120,fala,canonico,"Vegapunk afirma que o Governo Mundial deixou Clover vivo por tantos anos de propósito, para segui-lo até seus colegas e eliminar todos de uma vez.",Vegapunk|Clou D. Clover,Governo Mundial|Ohara|Buster Call,H-04,https://onepiece.fandom.com/wiki/Chapter_1120
EV-1121-01,1121,cap 1121,fala,canonico,"Vegapunk afirma que o destino do mundo será decidido por quem conseguir reivindicar o One Piece, e que quem o encontrar pode não ser aquele que Joy Boy esperava.",Vegapunk|Joy Boy,One Piece|destino|Joy Boy,H-01|H-02|H-04|H-05|H-11|H-13|H-15,https://onepiece.fandom.com/wiki/Void_Century
EV-1122-01,1122,cap 1122,fala,canonico,"Emet, o gigante de ferro que conheceu pessoalmente o Joy Boy original, chama Luffy de Joy Boy.",Emet|Monkey D. Luffy|Joy Boy,Joy Boy|Emet|retorno,H-10,https://onepiece.fandom.com/wiki/Joy_Boy
EV-1122-02,1122,cap 1122,narracao,canonico,"Joy Boy selou parte do seu Haki do Conquistador dentro de Emet, atado em nó, para ser liberado séculos depois se o robô estivesse em perigo mortal.",Joy Boy|Emet,Joy Boy|Haki|Emet|heranca,H-02|H-05,https://onepiece.fandom.com/wiki/Joy_Boy
EV-1125-01,1125,cap 1125,narracao,canonico,"Um robô gigante blindado criado no início do Século Perdido subiu a Red Line e invadiu Mary Geoise 200 anos atrás, perdendo energia antes de causar dano.",Emet,Emet|Mary Geoise|Seculo Perdido,,https://onepiece.fandom.com/wiki/Void_Century
EV-1125-02,1125,cap 1125,fala,canonico,"Vegapunk nunca conseguiu replicar a energia antiga que move o robô Emet, comum no Século Perdido, e a máquina só voltou à vida quando os Tambores da Libertação soaram.",Vegapunk|Emet,energia antiga|tecnologia|Tambores da Libertacao,H-03|H-10|H-15,https://onepiece.fandom.com/wiki/Void_Century
EV-1125-03,1125,cap 1125,narracao,canonico,"Escravos constroem há 700 anos as megaestruturas Tequila Wolf, Vodka Wolf, Rum Wolf e Bourbon Wolf por encomenda dos Nobres Mundiais.",,Governo Mundial|afundamento|escravidao,H-07,https://onepiece.fandom.com/wiki/Void_Century
EV-1131-01,1131,cap 1131,narracao,canonico,"A Árvore Adam de Elbaf tem três níveis habitados com nomes próprios: o Submundo na base da ilha, o Mundo do Sol nos galhos médios e o Mundo Celeste na copa.",,Elbaf|Arvore Adam|Harley|tres mundos,H-14,https://onepiece.fandom.com/wiki/Treasure_Tree_Adam
EV-1136-01,1136,cap 1136,narracao,canonico,"O Harley, texto religioso de Elbaf, divide sua história em três Mundos, sendo que o Segundo Mundo corresponde ao Século Perdido.",Jarul,Harley|Elbaf|profecia|Seculo Perdido,H-14,https://onepiece.fandom.com/wiki/Harley
EV-1138-01,1138,cap 1138,imagem,ambiguo,"O mural esculpido na casca fossilizada da Árvore Adam em Elbaf parece representar visualmente o texto do Harley, que registra dois mundos já passados e um ainda por ocorrer.",Ripley,Harley|mural|Elbaf|profecia,,https://onepiece.fandom.com/wiki/Void_Century
EV-1138-02,1138,cap 1138,imagem,ambiguo,"Na porção do Terceiro Mundo do mural aparece uma figura de Nika ao centro, cercada por representantes de várias raças e por barcos, enfrentando uma figura demoníaca que segura o Sol enquanto os demais tentam libertá-lo.",Monkey D. Luffy|Emet,mural|profecia|Elbaf|racas,,https://thelibraryofohara.com/2025/01/30/chapter-secrets-one-piece-chapter-1138-giga-analysis/
EV-1138-03,1138,cap 1138,narracao,traducao_disputada,"No texto do Terceiro Mundo do Harley, o deus do sol dança e ri guiando o mundo ao seu fim, o sol retorna trazendo uma nova manhã, e diz-se que dessa vez eles certamente se encontrarão.",,Harley|profecia|sol|fim do mundo,H-08|H-11,https://onepiece.fandom.com/wiki/Harley
EV-1138-04,1138,cap 1138,narracao,ambiguo,"No verso do Terceiro Mundo do Harley, o dia esperado é escrito com o termo Dia da Promessa, o mesmo termo que a obra usa para o dia em que Noah cumprirá seu propósito.",,Harley|Dia da Promessa|Noah|profecia,H-08,https://thelibraryofohara.com/2025/02/06/a-complete-translation-breakdown-of-the-harley/
EV-1138-05,1138,cap 1138,narracao,traducao_disputada,"O mesmo verso do Terceiro Mundo diz ouvir as vozes da lua crescente, e ouvir vozes é a expressão com que Roger descreve ler os Poneglyphs.",Gol D. Roger,Harley|Poneglyphs|leitura|lua,H-04|H-08,https://thelibraryofohara.com/2025/02/06/a-complete-translation-breakdown-of-the-harley/
EV-1138-06,1138,cap 1138,narracao,traducao_disputada,"No Primeiro Mundo do Harley, a chama que havia dentro da terra é escrita com o mesmo kanji usado para a Mother Flame, e o sol proibido que a humanidade tocou por ganância é lido como sendo essa mesma chama.",,Harley|Mother Flame|sol|tecnologia,H-03,https://thelibraryofohara.com/2025/02/06/a-complete-translation-breakdown-of-the-harley/
EV-1138-07,1138,cap 1138,imagem,ambiguo,"O painel do Primeiro Mundo do mural mostra uma civilização industrial: arranha-céus com chaminés soltando fumaça, engrenagens gigantes girando sob a cidade, um objeto em forma de foguete, monitores, e escravos carregando cargas de Mother Flame.",,mural|tecnologia|Mother Flame|escravidao,H-14|H-15,https://thelibraryofohara.com/2025/01/30/chapter-secrets-one-piece-chapter-1138-giga-analysis/
EV-1138-08,1138,cap 1138,imagem,ambiguo,"No mesmo painel um elevador sobe até uma terra alta e se divide em dois lados: de um, escravos levam Mother Flames até uma plataforma no céu onde constroem um navio; de outro, pessoas ganham um halo sobre a cabeça conforme sobem e são recebidas no topo por quem mora nos arranha-céus.",,mural|escravidao|Mary Geoise|deuses,,https://thelibraryofohara.com/2025/01/30/chapter-secrets-one-piece-chapter-1138-giga-analysis/
EV-1138-09,1138,cap 1138,imagem,ambiguo,"Todas as figuras humanas desenhadas no painel do Primeiro Mundo são humanas, sem nenhuma outra raça representada, ao contrário do painel do Terceiro Mundo.",,mural|racas|segregacao,H-11,https://thelibraryofohara.com/2025/01/30/chapter-secrets-one-piece-chapter-1138-giga-analysis/
EV-1138-10,1138,cap 1138,imagem,ambiguo,"No painel do Primeiro Mundo a Lua aparece desenhada e cercada de Mother Flames, com outros planetas acima dela.",,mural|lua|Mother Flame|planetas,,https://thelibraryofohara.com/2025/01/30/chapter-secrets-one-piece-chapter-1138-giga-analysis/
EV-1138-11,1138,cap 1138,imagem,ambiguo,"No painel do Terceiro Mundo a figura demoníaca segura o Sol no centro da cena enquanto todos os demais tentam libertá-lo, e dela descem gotas de chuva e várias Mother Flames.",,mural|sol|profecia|Mother Flame,H-11,https://thelibraryofohara.com/2025/01/30/chapter-secrets-one-piece-chapter-1138-giga-analysis/
EV-1138-12,1138,cap 1138,imagem,ambiguo,"A figura de Nika no centro do painel do Terceiro Mundo carrega um escudo com o símbolo do Reino Antigo, e um dos barcos da coalizão traz o mesmo símbolo.",,mural|Nika|Reino Antigo,H-15,https://thelibraryofohara.com/2025/01/30/chapter-secrets-one-piece-chapter-1138-giga-analysis/
EV-1138-13,1138,cap 1138,narracao,canonico,"Os dois primeiros Mundos do Harley terminam com a fórmula de que eles não puderam se reencontrar, e o Terceiro termina dizendo que dessa vez eles certamente conseguirão se reencontrar, sem que o texto identifique quem são.",,Harley|profecia|reencontro,H-08,https://thelibraryofohara.com/2025/01/30/chapter-secrets-one-piece-chapter-1138-giga-analysis/
EV-1138-14,1138,cap 1138,fala,canonico,"Ripley considera o mural um sonho de criança precisamente porque ele mostra várias raças diferentes trabalhando juntas, algo de que os gigantes não têm registro.",Ripley|Franky,mural|racas|Elbaf,H-04|H-11|H-14,https://onepiece.fandom.com/wiki/Chapter_1138
EV-1144-01,1144,cap 1144,fala,canonico,"Lilith estima que a instalação científica encontrada num galho da Árvore Adam de Elbaf tem três mil anos, e Ripley confirma que os gigantes não têm registro algum desse edifício.",Lilith|Franky|Ripley,Elbaf|tecnologia|Arvore Adam,H-14|H-15,https://onepiece.fandom.com/wiki/Chapter_1144
EV-1144-02,1144,cap 1144,narracao,canonico,A Árvore Adam de Elbaf é a mais antiga do mundo por pelo menos três mil anos.,,Elbaf|Arvore Adam,H-14,https://onepiece.fandom.com/wiki/Treasure_Tree_Adam
EV-1154-01,1154,cap 1154,narracao,canonico,Marshall D. Teach é filho do pirata Rocks D. Xebec e de sua esposa Eris.,Marshall D. Teach|Rocks D. Xebec|Eris,Davy Jones|linhagem|Teach,,https://onepiece.fandom.com/wiki/Marshall_D._Teach
EV-1155-01,1155,cap 1155,narracao,canonico,"Descendentes de Davy D. Jones se estabeleceram em God Valley, e o Governo Mundial, ao descobri-los, os incluiu como alvos na caçada dos Nobres Mundiais.",Rocks D. Xebec|Davy D. Jones,Davy Jones|God Valley|Governo Mundial,H-09,https://onepiece.fandom.com/wiki/Davy_D._Jones
EV-1159-01,1159,cap 1159,narracao,canonico,Marshall D. Teach é membro da quase extinta Família Davy e descendente de Davy D. Jones.,Marshall D. Teach|Davy D. Jones,Davy Jones|linhagem|Teach,,https://onepiece.fandom.com/wiki/Marshall_D._Teach
EV-1164-01,1164,cap 1164,fala,canonico,"Rocks declara que Davy D. Jones foi certa vez Rei do Mundo, e Imu nega furiosamente que Jones tenha sido rei de coisa alguma.",Rocks D. Xebec|Imu|Davy D. Jones,Davy Jones|Imu|rei do mundo,H-09,https://onepiece.fandom.com/wiki/Davy_D._Jones
EV-1164-02,1164,cap 1164,fala,canonico,"Rocks pergunta a Imu se ele teme mais Davy Jones ou Joy Boy, e sugere que Imu vive aterrorizado com a possibilidade de alguém herdar a vontade de Jones e cumprir a promessa de que ele falava.",Rocks D. Xebec|Imu,Imu|promessa|Joy Boy|Davy Jones,H-09,https://onepiece.fandom.com/wiki/Davy_D._Jones
EV-1164-03,1164,cap 1164,fala,canonico,"Depois que Imu transformou Xebec em demônio em God Valley, Eris comentou que ainda era cedo demais.",Eris|Rocks D. Xebec|Imu,cedo demais|tempo determinado|God Valley,H-08,https://onepiece.fandom.com/wiki/Void_Century
EV-1172-01,1172,cap 1172,fala,canonico,"Jarul afirma que a profecia do Harley sugere que o mundo será dividido em dois, e com isso declara Elbaf inimiga do Governo Mundial.",Jarul,Harley|profecia|Elbaf|Governo Mundial,H-08|H-13,https://onepiece.fandom.com/wiki/Harley
EV-1173-01,1173,cap 1173,fala,traducao_disputada,Imu declara que Elbaf é incompatível com o Governo afirmando literalmente que Elbaf é D.,Imu,Elbaf|Vontade de D.|Imu,,https://thelibraryofohara.com/2026/02/15/chapter-secrets-one-piece-chapters-1174-1175-in-depth-analysis/
EV-1174-01,1174,cap 1174,fala,canonico,"Jarul recita que num dia de nevasca e trovão uma besta colossal cobrirá os céus e, junto com os Tambores da Libertação, o Deus do Sol aparecerá — e a cena cumpre a descrição enquanto ele fala.",Jarul|Loki|Monkey D. Luffy,profecia|Elbaf|Tambores da Libertacao,H-08,https://thelibraryofohara.com/2026/02/15/chapter-secrets-one-piece-chapters-1174-1175-in-depth-analysis/
EV-1175-01,1175,cap 1175,narracao,ambiguo,"Uma das lendas de Elbaf descreve Nika como inimigo do Deus Guerreiro do país, contra quem batalhou, e parte da juventude o teme como Deus da Destruição.",Nika|Loki,Nika|Elbaf|destruicao,,https://onepiece.fandom.com/wiki/Nika
EV-1175-02,1175,cap 1175,narracao,canonico,"Na lenda de Elbaf o Deus da Guerra empunhava a arma Ragnir, transformava-se num dragão gigante e se opunha ao Deus do Sol, com o termo da oposição vindo graficamente destacado no texto japonês.",Loki|Nika,Nika|Elbaf|Deus da Guerra|oposicao,,https://thelibraryofohara.com/2026/02/15/chapter-secrets-one-piece-chapters-1174-1175-in-depth-analysis/
EV-1175-03,1175,cap 1175,narracao,canonico,"O confidente do Deus da Guerra, o esquilo Ratatoskr, transferiu-se para dentro da arma com o termo japonês usado para transmigração de almas, e lá aguardou o retorno de seu mestre até reconhecer Loki.",Loki|Ratatoskr,Akuma no Mi|vontade|heranca,H-10,https://thelibraryofohara.com/2026/02/15/chapter-secrets-one-piece-chapters-1174-1175-in-depth-analysis/
EV-1179-01,1179,cap 1179,narracao,canonico,"A ascendência Davy de Marshall D. Teach é conhecida por um número pequeno de pessoas, entre elas Imu.",Imu|Marshall D. Teach,Imu|Davy Jones|Teach,H-09,https://onepiece.fandom.com/wiki/Marshall_D._Teach
EV-1179-02,1179,cap 1179,fala,canonico,"Imu diz aos Cinco Anciãos que devem descartar arrogância, preguiça e orgulho porque tudo o que está acontecendo já foi posto em movimento, enquanto pensa na promessa de retorno de Rocks, na execução de Roger, no roubo da Gomu Gomu no Mi por Shanks, no nascimento de Shirahoshi, na fruta de Loki e na existência de Luffy e de Barba Negra.",Imu|Cinco Anciaos,Imu|destino|cadeia causal,,https://onepiece.fandom.com/wiki/Chapter_1179
EV-1179-03,1179,cap 1179,fala,canonico,"Garling observa que desde que Nika apareceu Mary Geoise vive uma sucessão de desastres, e se pergunta se aquilo é obra do destino ou mera coincidência.",Figarland Garling,destino|Nika|coincidencia,,https://onepiece.fandom.com/wiki/Chapter_1179
EV-1179-04,1179,cap 1179,fala,canonico,"Imu exige saber por que Joy Boy e Davy Jones continuam a fazê-lo sofrer, dizendo que tudo o que ele quer é Vivi.",Imu|Joy Boy|Davy D. Jones|Nefertari Vivi,Imu|Joy Boy|Davy Jones|Vivi,,https://onepiece.fandom.com/wiki/Chapter_1179
EV-1180-04,1180,cap 1180,imagem,ambiguo,"Imu demonstra em Elbaf um poder ligado a sua Akuma no Mi, apresentado como superior ao Haki do Conquistador.",Imu,Imu|poder|Elbaf,,https://onepiece.fandom.com/wiki/Chapter_1180
EV-1181-01,1181,cap 1181,fala,canonico,"Imu descreve seu poder Omen como algo que reside em todas as coisas e cujos fundamentos são Corrupção, Pacto e inveja, formando o poder da Dominação.",Imu|Loki,Imu|Omen|Dominacao|poder,H-04|H-09,https://onepiece.fandom.com/wiki/Chapter_1181
EV-1181-02,1181,cap 1181,fala,canonico,"Imu declara que a Dominação é a única bem-aventurança verdadeira do mundo, e ao dizer isso recorda uma conversa com Joy Boy e grita o nome dele com raiva.",Imu|Joy Boy,Imu|Joy Boy|Dominacao,H-09,https://onepiece.fandom.com/wiki/Chapter_1181
EV-1181-03,1181,cap 1181,narracao,canonico,"Imu e Joy Boy se conheceram e a princípio pareciam estar em bons termos, mas Imu desenvolveu por ele desprezo e medo profundos.",Imu|Joy Boy,Imu|Joy Boy,,https://onepiece.fandom.com/wiki/Joy_Boy
EV-1188-01,1188,cap 1188,fala,canonico,"Imu diz a Luffy que ele não é Joy Boy, porque Joy Boy era muito mais forte do que Luffy é agora.",Imu|Monkey D. Luffy|Joy Boy,Imu|Joy Boy|Luffy,H-05|H-10,https://onepiece.fandom.com/wiki/Chapter_1188
EV-1190-01,1190,cap 1190,fala,canonico,"Gaban afirma que a insistência de Imu em matar Luffy prova o que Roger disse sobre terem chegado cedo demais, e que Luffy é a pessoa que ele e outros grandes nomes esperavam.",Scopper Gaban|Imu|Monkey D. Luffy,cedo demais|Roger|Luffy,H-03|H-08,https://onepiece.fandom.com/wiki/Chapter_1190
EV-1190-02,1190,cap 1190,fala,canonico,Imu admite que Luffy é mesmo quem esperavam e diz que foi tolo por ter confundido várias coincidências com destino.,Imu|Monkey D. Luffy,Imu|destino|Luffy,H-08|H-10,https://onepiece.fandom.com/wiki/Chapter_1190
