hipotese,relacao,evidencia,peso,justificativa
H-12,apoia,EV-0488-01,0.45,"A última linha de Binks' Sake termina em warai-banashi, escrito com os mesmos caracteres de Laugh Tale, e Roger citou essa exata linha antes de nomear a ilha: o nome do lugar sai da canção."
H-12,apoia,EV-0967-04,0.4,"A canção Binks' Sake toca ao longo de todo o capítulo em que a tripulação de Roger chega a Laugh Tale, o que é escolha de montagem e não acaso."
H-12,apoia,EV-0301-01,0.25,Diz-se que ao chegar a Laugh Tale levando as passagens dos Poneglyphs recolhidas na viagem o Rio Poneglyph será finalmente revelado: a obra já opera com a ideia de que o achado final é uma chave que torna legível o que se juntou antes.
H-12,contradiz,EV-0393-01,0.4,Nações inteiras são destruídas e apagadas do registro caso uma única pessoa tente aprender algo sobre o Século Perdido: um Governo capaz disso não teria deixado a canção circular em bares por oitocentos anos.
H-12,contradiz,EV-1066-01,0.3,"Qualquer conhecimento dos eventos reais do Século Perdido é tratado como sentença de morte pelo Governo Mundial, o que é incompatível com o registro estar em domínio público e ser cantado por crianças."
H-13,apoia,EV-0001-02,0.4,"O título da obra é escrito hitotsunagi no daihihou com hitotsunagi grafado em kana e não em kanji, o que deixa a leitura em aberto entre algo em uma peça só, aquilo que conecta pessoas e um mar em calmaria."
H-13,apoia,EV-1115-01,0.3,"Vegapunk conclui que o uso das armas ancestrais elevou o nível do mar em 200 metros e que as ilhas de hoje são os topos dos continentes submersos: a geografia do mundo é resultado de um ato, e portanto reversível por outro."
H-13,apoia,EV-1172-01,0.25,"Jarul afirma que a profecia do Harley sugere que o mundo será dividido em dois, o que é uma afirmação sobre a forma final do mundo e não sobre um objeto."
H-13,contradiz,EV-1121-01,0.45,"Vegapunk afirma que o destino do mundo será decidido por quem conseguir reivindicar o One Piece: um estado do mundo não se reivindica, e não pode ser encontrado por uma pessoa antes das outras."
H-13,contradiz,EV-0966-01,0.35,Roger especulou que o Governo proíbe a pesquisa dos Poneglyphs para que ninguém chegue a Laugh Tale e encontre o que está escondido lá: o verbo é encontrar algo escondido num lugar.
H-13,contradiz,EV-0967-03,0.3,Em Laugh Tale Roger se dirige a Joy Boy e nomeia o tesouro inacreditável que ele deixou: um estado futuro do mundo não é algo que alguém deixa numa ilha.
H-14,apoia,EV-1144-01,0.5,Lilith estima que a instalação científica encontrada num galho da Árvore Adam de Elbaf tem três mil anos e Ripley confirma que os gigantes não têm registro algum desse edifício: três mil anos é mais de três vezes a distância até o Século Perdido.
H-14,apoia,EV-1138-07,0.45,"O painel do Primeiro Mundo do mural mostra uma civilização industrial com arranha-céus, chaminés, engrenagens gigantes, um foguete e escravos carregando Mother Flame: um mundo tecnológico desenhado como anterior ao Segundo Mundo, que é o Século Perdido."
H-14,apoia,EV-1136-01,0.4,"O Harley divide sua história em três Mundos e o Segundo Mundo corresponde ao Século Perdido: se o Século Perdido é o segundo, há um primeiro, e o texto sagrado de Elbaf afirma isso na própria estrutura."
H-14,apoia,EV-1144-02,0.3,"A Árvore Adam de Elbaf é a mais antiga do mundo por pelo menos três mil anos, o que dá um relógio vivo mais antigo que qualquer período histórico registrado."
H-14,apoia,EV-1023-01,0.3,"Barba Branca contou a Marco que existiu um Kami no Kuni, um país dos deuses, no alto da Red Line muito antes de Mary Geoise existir: havia uma soberania anterior no mesmo lugar."
H-14,apoia,EV-1033-01,0.25,"Queen afirma que os Lunarians eram chamados de deuses num passado distante e sobrevivem em qualquer ambiente natural, o que aponta para uma era anterior com outra ordem de poder."
H-14,apoia,EV-1131-01,0.2,"A Árvore Adam de Elbaf tem três níveis habitados com nomes próprios, Submundo, Mundo do Sol e Mundo Celeste, iguais aos três Mundos do Harley: a periodização em três eras está inscrita na geografia do lugar."
H-14,apoia,EV-1115-02,0.2,"Como as armas ancestrais ainda existem e esperam para se erguer de novo, Vegapunk conclui que a Grande Guerra do Século Perdido nunca chegou ao fim: a obra já trabalha com a ideia de conflito que atravessa eras em vez de terminar."
H-14,apoia,EV-0392-02,0.35,"A Árvore do Conhecimento de Ohara era uma árvore-biblioteca de cinco mil anos que reunia arqueólogos do mundo inteiro: cinco mil anos é várias vezes a distância até o Século Perdido, e a instituição que investigava o apagamento é mais velha que o apagamento."
H-14,apoia,EV-0392-03,0.2,"A Árvore do Conhecimento guardava um modelo geocêntrico do Planeta Azul com seis satélites, um deles com um segundo corpo em órbita, e o planeta inclinado cerca de vinte e quatro a vinte e cinco graus: astronomia desse grau supõe acúmulo anterior ao único ciclo que a história oficial admite."
H-14,contradiz,EV-1115-01,0.3,"Vegapunk conclui que o uso das armas ancestrais elevou o nível do mar em 200 metros e que as ilhas de hoje são topos de continentes submersos: ele explica a forma do mundo com um único evento no Século Perdido, sem precisar de ciclo anterior."
H-14,contradiz,EV-1138-14,0.25,Ripley considera o mural um sonho de criança precisamente porque mostra várias raças trabalhando juntas: a fonte principal desta hipótese é descartada como fantasia por quem convive com ela.
H-14,contradiz,EV-0397-01,0.2,"Sob bombardeio, os arqueólogos jogaram os livros pelas janelas no lago da ilha para que as palavras de mil anos não se perdessem: o próprio acervo de Ohara é datado em mil anos e não alcança nenhum ciclo anterior ao Século Perdido."
H-14,contradiz,EV-1055-02,0.2,"Abaixo do castelo, atrás de uma janela de vidro, há uma cidade inteira submersa e preservada, que Sukiyaki identifica como a Wano de 800 anos atrás: é justamente o vestígio material visto em cena que a previsão desta hipótese pede, e ele está datado em 800 anos, dentro do Século Perdido e não num ciclo anterior."
H-15,apoia,EV-1116-01,0.45,"Joy Boy teve papel na preservação das três armas ancestrais para que gerações futuras pudessem acessá-las e usá-las, por razões até hoje desconhecidas: preservar é o verbo de quem herdou, não de quem fabricou."
H-15,apoia,EV-1138-07,0.35,"O painel do Primeiro Mundo do mural mostra uma civilização industrial com engrenagens, foguete e escravos carregando Mother Flame, anterior ao Segundo Mundo: a tecnologia do mundo é mais velha que o Reino Antigo."
H-15,apoia,EV-1125-02,0.35,"Vegapunk nunca conseguiu replicar a energia antiga que move o robô Emet, comum no Século Perdido, e a máquina só voltou à vida quando os Tambores da Libertação soaram: existe tecnologia perdida que ninguém do presente sabe fazer."
H-15,apoia,EV-1144-01,0.3,"Lilith estima em três mil anos a instalação científica no galho da Árvore Adam de Elbaf, sem registro entre os gigantes: há infraestrutura anterior ao Reino Antigo ainda de pé."
H-15,apoia,EV-1138-12,0.25,A figura de Nika no painel do Terceiro Mundo carrega um escudo com o símbolo do Reino Antigo: o símbolo é portado como insígnia herdada e não como marca de fabricação.
H-15,contradiz,EV-1190-03,0.4,"Gaban diz conhecer as palavras de Joy Boy e não ter intenção de segui-las: o que a tripulação trouxe de Laugh Tale são palavras de uma pessoa, e não um bem material vindo de outra era."
H-15,contradiz,EV-1121-01,0.25,"Vegapunk afirma que quem encontrar o One Piece pode não ser aquele que Joy Boy esperava: a coisa é tratada como tendo destinatário escolhido por Joy Boy, o que combina mal com herança anônima de outra civilização."
H-15,contradiz,EV-0967-11,0.25,A tripulação de Roger gargalha ao encontrar o tesouro em Laugh Tale e Roger comenta que chegaram cedo demais: rir não é a reação esperada diante de um espólio arqueológico.
H-15,contradiz,EV-0967-10,0.4,"O tesouro encontrado na ilha final tinha sido deixado ali por Joy Boy oitocentos anos antes: a obra data o tesouro em oitocentos anos e o atribui a Joy Boy, e não a um ciclo anterior ao Reino Antigo."
H-16,apoia,EV-0470-02,0.45,"Pelos murais, Enel descobre que Skypieanos, Shandia e Birkanos se originaram todos da mesma cidade lunar: a origem comum das três raças do céu está desenhada na própria lua."
H-16,apoia,EV-0472-01,0.4,"Os murais dizem que o nome da cidade lunar era Birka e que seus habitantes partiram para a Estrela Azul: há nome e motivo para a descida, e o nome reaparece numa ilha do céu."
H-16,apoia,EV-0470-01,0.35,Os murais da cidade lunar mostram uma civilização antiga de gente alada que vivia na lua: a existência da civilização é afirmada por registro pictórico e não por dedução.
H-16,apoia,EV-0466-01,0.35,"Escavando a cratera aberta pelos piratas espaciais, Enel encontra sob a crosta da lua uma cidade: a estrutura física existe e foi visitada, não é lenda."
H-16,apoia,EV-0468-01,0.3,"A descarga elétrica de Enel recarrega a cidade lunar e os autômatos antigos parados dentro dela: a tecnologia continua funcional depois de milênios, e responde a energia."
H-16,apoia,EV-0279-01,0.3,"A ilha do céu onde Enel nasceu chamava-se Birka: o topônimo da cidade lunar reaparece como nome de uma terra no céu, o que é o padrão de quem migra e renomeia."
H-16,apoia,EV-0453-01,0.25,Os quatro autômatos construídos pelo professor Tsukimi na Ilha Karakuri viajaram do planeta até a lua: a obra estabelece que o trajeto entre os dois é possível.
H-16,apoia,EV-1033-01,0.25,"Queen afirma que os Lunarians eram chamados de deuses num passado distante e sobrevivem em qualquer ambiente natural: há uma raça associada à lua pelo próprio nome, tratada como divina."
H-16,apoia,EV-0274-01,0.3,"Enel descreve a Fairy Vearth como um lugar de terra ilimitada onde, segundo as lendas do lugar em que nasceu, mora Deus, e diz que voltar para lá é voltar para onde pertence: a ilha do céu guarda como folclore a ideia de que sua gente pertence a outro lugar, que é o resíduo esperado de uma migração."
H-16,apoia,EV-0300-01,0.25,"Depois de derrotado por Luffy, Enel recupera a consciência, religa a arca Maxim e parte rumo a Fairy Vearth ainda na linha principal: a viagem começa dentro da obra e não dentro da história de capa, o que reduz a objeção de que todo o eixo lunar é narrativa paralela."
H-16,apoia,EV-0277-01,0.2,"Enel escravizou o esquadrão divino de Gan Fall para extrair todo o ouro de Shandora e usou esse ouro na construção da arca Maxim: o meio material que depois alcança a lua sai da cidade do céu, ligando os dois pontos por um mesmo recurso."
H-16,contradiz,EV-0287-01,0.5,"Os Shandia antigos cultuavam deuses do sol, da terra, da floresta e da chuva: a única descrição da religião do povo é um panteão agrícola e terrestre, e a lua não está na lista."
H-16,contradiz,EV-0261-01,0.45,"A lápide erguida nas ruínas registra que a cidade se chamava Shandora, que prosperou há mais de 1100 anos e que seu povo desapareceu de forma inexplicada há 800 anos: o único relógio que uma raça do céu tem no arquivo é terrestre e começa numa cidade no chão."
H-16,contradiz,EV-0290-02,0.45,"Kalgara afirma ter certeza de que a cidade de Shandora foi dizimada por defender o Poneglyph, e que por isso a vontade de seu povo é proteger o passado: quando um Shandia fala da própria origem e do próprio dever, o passado que ele nomeia é a pedra, não uma migração."
H-16,contradiz,EV-1023-01,0.4,"Barba Branca contou a Marco que existiu um Kami no Kuni, um país dos deuses, no alto da Red Line muito antes de Mary Geoise existir: quando a obra conta gente chamada de deuses vivendo acima do resto do mundo, ela ancora a história no ponto mais alto do planeta, sem lua e sem migração."
H-16,contradiz,EV-0274-03,0.35,"Segundo a fonte, as tribos que vieram da lua perderam com o tempo qualquer registro da própria origem: se a memória se perdeu, tudo que sustenta esta hipótese depende de uma história de capa e de murais que ninguém no presente leu."
H-16,contradiz,EV-0472-02,0.25,"Segundo os murais, os habitantes da cidade lunar desceram até a estrela azul usando balões: a obra descreve a travessia como atmosférica e não espacial, o que enfraquece a leitura de civilização interplanetária."
H-16,contradiz,EV-0272-02,0.3,"Nas ruínas de Shandora há uma parede coberta de escrita no mesmo sistema em que os Poneglyphs são gravados: a cidade do céu escrevia na escrita do Reino Antigo, o que a coloca dentro da civilização terrestre em vez de descendente de uma tecnologia lunar anterior a ela."
H-16,contradiz,EV-0274-02,0.2,"O nome do lugar procurado por Enel é escrito com kanji que se lê como terra sem fim e furigana que se lê Fairy Vearth, de modo que as duas traduções correntes estão ambas no original: o destino que esta hipótese identifica com a lua é nomeado por termo de folclore, e a identificação depende da história de capa."
H-17,apoia,EV-0395-05,0.55,"Clover afirma que a mensagem foi gravada em pedra porque, se tivesse sido escrita em papel, teria se perdido: a intenção de projeto é declarada em cena por um personagem, e recai sobre a escolha do material."
H-17,apoia,EV-0395-04,0.5,"O poneglyph de Ohara ficou intacto depois que uma bomba foi detonada ao seu redor dentro da Árvore do Conhecimento: a indestrutibilidade não é deduzida, é demonstrada no epicentro da operação de apagamento."
H-17,apoia,EV-0290-01,0.45,"Kalgara explica a Noland que o que os Shandia guardam há gerações não é o ouro nem a cidade em si: o objeto do dever herdado é a pedra, e não o patrimônio."
H-17,apoia,EV-0290-03,0.5,"Nenhum dos Shandia consegue decifrar a mensagem da pedra que seu povo guarda há gerações: guardar sem poder ler é exatamente o que um sistema desenhado contra o apagamento exige, porque o guardião não pode revelar o que não entende."
H-17,apoia,EV-0290-02,0.35,Kalgara afirma ter certeza de que a cidade de Shandora foi dizimada por defender o Poneglyph: o custo pago pela guarda mostra que a função era prioritária sobre a própria sobrevivência.
H-17,apoia,EV-0818-02,0.4,"Os Poneglyphs foram inventados pelo clã Kouzuki, cujos ancestrais os esculpiram no fim do Século Perdido: há autoria, data e intenção de projeto, e não acúmulo espontâneo."
H-17,apoia,EV-0395-10,0.4,"Clover afirma que o povo do reino antigo, ao saber que seria derrotado, gravou os poneglyphs para que o mundo soubesse o que havia acontecido: a finalidade declarada é sobreviver à própria derrota."
H-17,apoia,EV-0301-01,0.25,Diz-se que ao chegar a Laugh Tale levando as passagens dos Poneglyphs recolhidas na viagem o Rio Poneglyph será revelado: o sistema é projetado para só se completar quando as partes forem reunidas.
H-17,apoia,EV-0395-09,0.3,"Ohara só conseguiu inferir a existência do reino cruzando informação de várias fontes e de vários Poneglyphs, porque nenhum deles sozinho o nomeia: é a assinatura de um segredo repartido de propósito."
H-17,apoia,EV-0301-05,0.45,"Robin conclui que os Poneglyphs são feitos para serem lidos em conjunto, preenchendo o trecho apagado da história, e que a pedra de Shandora já cumpriu sua função porque Roger achou aquilo que ela indicava: a leitura conjunta é a propriedade de um sistema desenhado para que nenhuma peça isolada baste."
H-17,apoia,EV-0301-04,0.4,"Robin recorda que existem dois tipos de Poneglyph, os que carregam informação e os que revelam onde estão os outros: uma camada de índice que aponta para as demais pedras é arquitetura de sistema, e não acúmulo de monumentos avulsos."
H-17,apoia,EV-0301-06,0.35,"A tábua de pedra que Robin encontrou no Upper Yard diz que seus autores são os registradores da história e aponta os Shandia como protetores antigos do texto: o próprio texto separa quem registra de quem protege, que é a divisão de papéis que esta hipótese atribui ao projeto."
H-17,apoia,EV-0272-04,0.3,"Robin deduz das anotações de Noland que o Poneglyph de Shandora estava junto do grande sino, pendurado no centro dos quatro altares da cidade: a pedra ocupava o ponto central e mais protegido, o que é escolha de colocação e não acaso de fuga."
H-17,apoia,EV-0301-09,0.3,"Ao saber por Robin que o desejo de seus ancestrais já foi cumprido, o chefe Shandia desaba em lágrimas, entendendo que seu povo não precisa mais lutar pela pedra: a guarda era dever herdado, sustentado por gerações que não conheciam o conteúdo do que defendiam."
H-17,apoia,EV-0290-04,0.2,"Segundo Kalgara, o sino de ouro foi feito para anunciar ao mundo que eles estão ali e para avisar invasores de que os Shandia não os temem: junto da pedra existe um segundo canal, sonoro e não escrito, com a mesma função de não deixar o povo ser apagado."
H-17,apoia,EV-0272-01,0.15,"Há indicação de que a Grande Guerra do Século Perdido levou à queda da cidade de Shandora: a cidade que guardava a pedra caiu na guerra, que é exatamente o apagamento contra o qual o sistema teria sido projetado."
H-17,apoia,EV-0966-08,0.35,"Foi Oden quem gravou, na escrita antiga, a mensagem que Roger ditou junto ao Poneglyph do sino de ouro de Shandora, registrando que estivera ali: o suporte continuou sendo usado oitocentos anos depois para deixar mensagem a leitores futuros, o que mostra o sistema em operação e não em ruína."
H-17,apoia,EV-0966-04,0.3,"Roger concluiu que só alcançaria a última ilha com a informação gravada nos Poneglyphs, e apresentou a Barba Branca e a Oden a transcrição de um deles: a informação gravada nas pedras é a única via para o destino final, ou seja, o sistema retém aquilo que nenhum outro suporte guardou."
H-17,apoia,EV-0966-07,0.3,"Roger localizou o Poneglyph de Skypiea ouvindo as vozes que vinham de dentro dele: a pedra sinaliza a própria presença a quem pode ouvi-la, que é propriedade de sobrevivência do suporte e não do conteúdo."
H-17,apoia,EV-1053-03,0.3,"Robin afirma que o Poneglyph do Reino de Arabasta indicava que a arma ancestral Pluton está em Wano: uma pedra de um reino aponta para outro país do outro lado do mundo, ou seja, as peças se referenciam entre si e formam rede, em vez de achados isolados."
H-17,apoia,EV-1055-05,0.3,"Sukiyaki conduz Robin e Law por uma escada que desce do quarto secreto até a câmara subterrânea onde está o Road Poneglyph de Wano, abaixo da cidade submersa: pôr a pedra numa câmara subterrânea sob uma cidade submersa é escolha de esconderijo, que é o critério de colocação que a previsão desta hipótese exige."
H-17,apoia,EV-1055-10,0.25,"Sukiyaki diz que tudo o que contou lhe foi transmitido pela linha do xogunato e que desconhece o que Oden aprendeu nas viagens fora de Wano: o que a linhagem transmite é a custódia e o relato herdado, e não o conteúdo que o próprio filho foi buscar fora."
H-17,apoia,EV-0972-03,0.25,"Oden revelou publicamente, da panela de execução, que foi a própria família Kouzuki que fechou Wano ao resto do mundo, para proteger o país de uma grande força externa: a mesma linhagem que esculpiu as pedras organizou o isolamento do país como proteção, o que é custódia planejada e não acaso."
H-17,contradiz,EV-0272-03,0.45,"Lendo as inscrições das ruínas, Robin conclui que um Poneglyph foi trazido para Shandora na época em que a cidade lutava contra o inimigo, e que foi por causa disso que a cidade foi arruinada: a pedra chegou durante a guerra e a colocação arruinou os guardiões, o que é depósito de emergência e não posto escolhido."
H-17,contradiz,EV-0966-06,0.4,"Segundo Oden, a língua antiga dos Poneglyphs é uma cifra secreta ensinada a apenas um filho da família Kouzuki: concentrar a única chave de leitura em um herdeiro por geração é ponto único de falha, o contrário da redundância que um sistema projetado contra o apagamento teria."
H-17,contradiz,EV-1053-01,0.35,"Pluton repousa numa caverna secreta ao pé do Monte Fuji submerso na antiga Wano, abaixo da caverna onde fica o Road Poneglyph do país: uma arma ancestral e uma das chaves empilhadas no mesmo sítio é concentração, não dispersão entre povos distintos."
H-17,contradiz,EV-1053-02,0.35,"O cômodo do porão do castelo do xogum onde Orochi manteve Sukiyaki preso por anos abriga um Poneglyph: a pedra está trancada no assento do poder, junto do prisioneiro que sabe lê-la, e não confiada a um povo que não a lê."
H-17,contradiz,EV-1085-02,0.45,"Imu se interessa por Lili por causa de um erro dela que levou os Poneglyphs a se espalharem pelo mundo: se a dispersão foi erro de uma pessoa, ela não foi projeto de ninguém."
H-17,contradiz,EV-1085-03,0.3,O ato de Lili de espalhar os Poneglyphs pelo mundo é tido como o que influenciou piratas a persegui-los em busca de tesouro: a obra atribui a distribuição a um acidente histórico com consequência não pretendida.
H-17,contradiz,EV-0272-02,0.3,"Nas ruínas de Shandora há uma parede coberta de escrita no mesmo sistema em que os Poneglyphs são gravados: se a escrita aparecia em arquitetura comum da cidade, os antepassados dos guardiões a liam, e a incapacidade de ler é perda posterior e não desenho."
H-17,contradiz,EV-0261-01,0.15,"A lápide erguida nas ruínas registra que a cidade se chamava Shandora, que prosperou há mais de 1100 anos e que seu povo desapareceu de forma inexplicada há 800 anos: um monumento comum atravessou os mesmos oitocentos anos e preservou o registro, o que mostra que sobreviver ao apagamento não exigia a engenharia atribuída às pedras."
H-17,contradiz,EV-1056-04,0.35,"Law entrega aos Piratas de Kid uma cópia em papel do Road Poneglyph de Wano: se o conteúdo passa para o papel e troca de mãos, a indestrutibilidade da pedra deixa de ser o que protege a mensagem."
H-17,contradiz,EV-0818-03,0.3,"Sukiyaki, da família Kouzuki, herdou dos ancestrais a habilidade de ler e de escrever a língua dos Poneglyphs, e a transmitiu ao filho Oden: em Wano a mesma linhagem que guarda a pedra sabe lê-la e escrevê-la, o oposto da separação entre guardião e leitor que este enunciado afirma."
H-17,contradiz,EV-1055-08,0.2,"Sukiyaki admite que Kaidou e Orochi souberam do Poneglyph subterrâneo porque Jack, por ser homem-peixe, podia explorar as ruínas submersas: o esconderijo cedeu a um traço biológico banal de um subordinado, o que mostra custódia frágil em vez de projeto robusto."
H-18,apoia,EV-0973-04,0.5,"Toki nasceu por volta de oitocentos e trinta anos antes do presente, dentro do Século Perdido, e chegou à era atual saltando repetidamente para frente no tempo: há uma pessoa viva que nasceu dentro do período que o Governo apaga."
H-18,apoia,EV-0973-06,0.45,"Toki pertencia à família daimyo Amatsuki e ainda assim não conhecia sua terra de origem, e o que ela buscava ao viajar era chegar a Wano: o destino é declarado, e é um lugar, não uma época segura."
H-18,apoia,EV-0973-01,0.35,"Com o castelo em chamas, Toki enviou Momonosuke e quatro dos retainers vinte anos ao futuro e ficou para trás em vez de fugir com eles: quem só fugia do perigo teria embarcado, e ela não embarcou."
H-18,apoia,EV-0973-02,0.3,"Ferida e prestes a morrer, Toki cavalgou até Bakura Town e proferiu publicamente uma profecia diante dos cidadãos: o último ato dela foi entregar informação a Wano, não se salvar."
H-18,contradiz,EV-0821-01,0.7,"Zunesha foi sentenciada a caminhar eternamente e a só agir sob ordem, como punição por um crime cometido há 800 anos: há outro ser que estava lá naquele período e continua vivo no presente, e a palavra única do enunciado cai."
H-18,contradiz,EV-1046-01,0.6,Zunesha comparou Luffy ao Joy Boy que conheceu no passado e afirmou que aquilo era o destino do garoto: a outra testemunha não só chegou viva como já depôs em cena sobre quem conheceu naquela época.
H-18,contradiz,EV-0973-05,0.35,"O poder da Toki Toki no Mi funciona numa direção só, enviando pessoas para o futuro e nunca de volta ao passado: quem tem apenas essa saída viaja por não ter alternativa, e a travessia pode ser consequência da fruta e não escolha."
H-18,contradiz,EV-0972-07,0.35,"O plano de Toki usar a Toki Toki no Mi para enviar pessoas vinte anos ao futuro foi concebido por Oden: a decisão que a obra mostra em cena é dele, o que enfraquece a leitura de missão própria trazida do Século Perdido."
H-18,contradiz,EV-0972-06,0.3,"Na carta deixada a Toki, Oden previu a guerra de vinte anos e pediu que ela usasse seu poder em função disso: o propósito documentado do salto é a agenda de Oden contra Kaidou, não algo que ela carregasse de oitocentos anos atrás."
H-19,apoia,EV-0821-01,0.55,"Zunesha foi sentenciada a caminhar eternamente e a só agir sob ordem, como punição por um crime cometido há 800 anos: a mesma condição que a limita é a que a mantém caminhando através do período apagado, viva até o presente."
H-19,apoia,EV-1040-01,0.5,"Joy Boy foi camarada de Zunesha durante sua vida: ela conviveu com a figura central daquele período, o que a torna testemunha e não apenas sobrevivente."
H-19,apoia,EV-1046-01,0.5,Zunesha comparou Luffy ao Joy Boy que conheceu no passado e afirmou que aquilo era o destino do garoto: ela retém memória daquela época e a usa para identificar alguém no presente.
H-19,apoia,EV-1041-01,0.45,"Zunesha declarou a Momonosuke, pela Voz de Todas as Coisas, que lutaria sob o comando dele e que abriria as fronteiras de Wano: a ordem que a destrava é apresentada como vinda do herdeiro Kouzuki."
H-19,apoia,EV-1050-01,0.4,"Depois da derrota de Kaidou, Momonosuke decidiu não abrir ainda as fronteiras de Wano e comunicou a decisão a Zunesha: a decisão do herdeiro Kouzuki é o que determina se ela age."
H-19,apoia,EV-1052-01,0.4,"Em respeito à decisão de Momonosuke, Zunesha deixou as águas de Wano e sumiu na neblina próxima: ela desfez o próprio movimento anterior por causa da ordem, o que mostra a trava operando em cena."
H-19,apoia,EV-0822-01,0.2,"Miyagi especula que Zunesha não caminha ao acaso e pode estar procurando um lugar determinado: é especulação de personagem, não afirmação da obra, e por isso entra com peso baixo."
H-19,contradiz,EV-0821-02,0.45,"Zunesha possui a Voz de Todas as Coisas e só consegue falar telepaticamente com quem tem a mesma habilidade: a restrição pode ser de canal de comunicação e não de titularidade, caso em que qualquer portador da habilidade fala com ela, Kouzuki ou não."
H-19,contradiz,EV-0966-07,0.4,"Roger localizou o Poneglyph de Skypiea ouvindo as vozes que vinham de dentro dele: a Voz de Todas as Coisas não pertence à linhagem Kouzuki, e quem a tinha não era herdeiro de Wano."
H-19,contradiz,EV-1037-02,0.3,"Zunesha chegou às águas próximas de Wano e ali encontrou uma grande frota de navios do Governo Mundial: o átomo registra o encontro e nada sobre alguém tentar comandá-la, então a preservação contra o vencedor não tem cena que a mostre."
H-20,apoia,EV-0395-05,0.6,"Clover afirma que a mensagem foi gravada em pedra porque, se tivesse sido escrita em papel, teria se perdido: a única intenção de projeto declarada em cena recai sobre o material, e não sobre onde a pedra ficaria nem sobre quem a guardaria."
H-20,apoia,EV-0395-04,0.5,"O poneglyph de Ohara ficou intacto depois que uma bomba foi detonada ao seu redor dentro da Árvore do Conhecimento: se o suporte resiste ao epicentro do apagamento, distância e custódia não precisam acrescentar proteção nenhuma."
H-20,apoia,EV-0395-10,0.45,"Clover afirma que o povo do reino antigo, ao saber que seria derrotado, gravou os poneglyphs para que o mundo soubesse o que havia acontecido: a finalidade declarada é gravar diante da derrota, e o ato que a obra atribui a esse povo é gravar, não distribuir."
H-20,apoia,EV-1085-02,0.5,"Imu se interessa por Lili por causa de um erro dela que levou os Poneglyphs a se espalharem pelo mundo: o único átomo que declara a causa da dispersão a chama de erro, e o atribui a uma soberana dos vinte reinos e não a quem gravou."
H-20,apoia,EV-1085-03,0.4,"O ato de Lili de espalhar os Poneglyphs pelo mundo é tido como o que influenciou piratas a persegui-los em busca de tesouro: a dispersão, no relato da obra, atrai caçadores em vez de proteger a mensagem."
H-20,apoia,EV-0272-03,0.45,"Lendo as inscrições das ruínas, Robin conclui que um Poneglyph foi trazido para Shandora na época em que a cidade lutava contra o inimigo, e que foi por causa disso que a cidade foi arruinada: a pedra chegou em plena guerra e a colocação arruinou quem a recebeu."
H-20,apoia,EV-0966-06,0.4,"Segundo Oden, a língua antiga dos Poneglyphs é uma cifra secreta ensinada a apenas um filho da família Kouzuki: a escassez de leitores é política hereditária do clã que esculpiu as pedras, e não propriedade de uma custódia distribuída."
H-20,apoia,EV-0818-03,0.4,"Sukiyaki, da família Kouzuki, herdou dos ancestrais a habilidade de ler e de escrever a língua dos Poneglyphs, e a transmitiu ao filho Oden: onde há guardião documentado com linhagem, o guardião sabe ler — o analfabeto é o caso, não a regra."
H-20,apoia,EV-0290-03,0.3,"Nenhum dos Shandia consegue decifrar a mensagem da pedra que seu povo guarda há gerações: perder a leitura ao longo de gerações é o que se espera de qualquer transmissão sem escola, com ou sem projeto por trás."
H-20,apoia,EV-1053-02,0.3,"O cômodo do porão do castelo do xogum onde Orochi manteve Sukiyaki preso por anos abriga um Poneglyph: a pedra está no assento do poder e não entregue a um povo distinto, o que contraria a dispersão como característica de desenho."
H-20,contradiz,EV-0301-04,0.45,Robin recorda que existem dois tipos de Poneglyph: os que carregam informação e os que revelam onde estão os outros: uma camada que aponta para as demais pedras é arquitetura de sistema e vai além da escolha do material.
H-20,contradiz,EV-0301-05,0.45,"Robin conclui que a pedra de Shandora já cumpriu sua função porque Roger já achou aquilo que ela indicava, e que os Poneglyphs são feitos para serem lidos em conjunto, preenchendo o trecho apagado da história: leitura conjunta é propriedade projetada, e não efeito de guerra ou de erosão."
H-20,contradiz,EV-0301-01,0.35,"Diz-se que ao chegar a Laugh Tale, se a pessoa levou consigo as passagens dos Poneglyphs recolhidas na viagem, o Rio Poneglyph será finalmente revelado: um mecanismo que só se completa quando as partes forem reunidas exige que a repartição fosse intencional."
H-20,contradiz,EV-0290-01,0.3,"Kalgara explica a Noland que o que os Shandia guardam há gerações não é o ouro nem a cidade em si, e sim o Poneglyph fincado na base do campanário: existe dever de guarda herdado e nomeado, o que é mais do que um acidente histórico deixaria."
